Name,Born,Died,Age,Gender,Class/Dept,Ticket,Fare,Cabin,Joined,Occupation,Survived?,Boat,Body,Nationality,URL
"FISH, Mr B.",1874,,38,Male,Victualling Crew Failed to Join Ship,,,,Southampton,First Class Steward,,,,English,https://www.encyclopedia-titanica.org/titanic-biography/fish-b.html
"HODGKINSON, Mr Leonard",1866,1912,46,Male,Engineering Crew,,,,Belfast,Senior 4th. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/leonard-hodgkinson.html
"PAICE, Mr Richard Charles John",1880,1912,32,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/richard-charles-john-paice.html
"COX, Mr William Denton",1882,1912,30,Male,Victualling Crew,,,,Southampton,Third class steward,LOST,,300,English,https://www.encyclopedia-titanica.org/titanic-victim/william-denton-cox.html
"SWARBRICK, Mr Joseph",1892,1944,20,Male,Engineering Crew,,,,Belfast,Trimmer,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/joseph-swarbrick.html
"PARSONS, Mr Edward",1874,1912,37,Male,Victualling Crew,,,,Southampton,Chief Storekeeper (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/edward-parsons.html
"SAWYER, Mr Robert James",1880,1912,31,Male,Deck Crew,,,,Southampton,Window Cleaner,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/robert-james-sawyer.html
"DERRETT, Mr Arthur Henry",1883,1912,28,Male,Victualling Crew,,,,Belfast,Saloon Steward (1st class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/albert-derrett.html
"HUMBY, Mr Frederick",1895,1912,17,Male,Victualling Crew,,,,Southampton,Plate Steward (2nd Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/frederick-humby.html
"HARVEY, Mr Herbert Gifford",1878,1912,34,Male,Engineering Crew,,,,Belfast,Junior Assistant 2nd. Engineer,LOST,,,Irish,https://www.encyclopedia-titanica.org/titanic-victim/herbert-gifford-harvey.html
"OTHEN, Mr Charles Alfred",1876,1952,36,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/charles-othen.html
"WHITE, Mr Arthur",1875,1912,37,Male,Victualling Crew,,,,Southampton,Assistant Barber (1st Class),LOST,,247,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-white.html
"WARD, Mr Arthur",1888,1912,23,Male,Engineering Crew,,,,Belfast,Junior Assistant 4th. Engineer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/arthur-ward.html
"MULLHOLLAND, Mr Daniel",1852,1919,60,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/daniel-mullholland.html
"BEERE, Mr William",1893,1912,19,Male,Victualling Crew,,,,Southampton,Kitchen Porter,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/william-beere.html
"BARNES, Mr John",1872,1912,39,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/john-barnes.html
"FREEMAN, Mr Ernest Edward Samuel",1867,1912,45,Male,Victualling Crew,,,,Belfast,Deck Steward (1st Class),LOST,,239,English,https://www.encyclopedia-titanica.org/titanic-victim/ernest-edward-samuel-freeman.html
"PENNAL, Mr Thomas Frederick Cohen",1878,1912,34,Male,Victualling Crew,,,,Southampton,Bathroom Steward (1st Class),LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-pennal.html
"LIGHT, Mr Christopher William",1891,1912,20,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/christopher-william-light.html
"CONNOR, Mr Thomas",1873,,39,Male,Engineering Crew,,,,Belfast,Fireman,,,,,https://www.encyclopedia-titanica.org/titanic-biography/thomas-connor.html
"PEARCEY, Mr Albert Victor",1887,1952,25,Male,Victualling Crew,,,,Southampton,Pantry Steward (3rd Class),SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/albert-victor-pearcey.html
"BURNESS, Mr Frank",1869,,43,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/frank-burness.html
"BLOOMER, Mr James",1860,1927,51,Male,Deck Crew,,,,Belfast,Able Seaman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-bloomer.html
"RUTTER, Mr Sidney Frank",1885,1912,26,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/sidney-frank-rutter-graves.html
"CANNER, Mr John",1872,1912,40,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/j-canner.html
"FITZPATRICK, Mr Hugh Joseph",1883,1912,29,Male,Engineering Crew,,,,Belfast,Junior Boilermaker,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/hugh-fitzpatrick.html
"HOLLAND, Mr T.",1884,,28,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/t-holland.html
"KELLAND, Mr Thomas",1892,1912,19,Male,Victualling Crew,,,,Southampton,2nd class library steward,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-kelland.html
"BOAL, Mr John",1872,,40,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-boal.html
"HARDER, Mr William",1872,1947,39,Male,Deck Crew,,,,Southampton,Window Cleaner,SAVED,14,,English,https://www.encyclopedia-titanica.org/titanic-survivor/william-harder.html
"PEROTTI, Sig. Alfonso",1891,1912,20,Male,Restaurant Staff,,,,Southampton,Assistant Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/alfonso-perotti.html
"PFROPPER, Mr Richard Paul Jozef",1882,1964,30,Male,Victualling Crew,,,,Southampton,Saloon Steward,SAVED,,,German,https://www.encyclopedia-titanica.org/titanic-survivor/richard-pfropper.html
"DENVER, Mr John",1877,,34,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-denver.html
"VIONI, Sig. Roberto",1886,1912,25,Male,Restaurant Staff,,,,Southampton,Waiter,LOST,,,Italian,https://www.encyclopedia-titanica.org/titanic-victim/roberto-vioni.html
"MAYZES, Mr Thomas Jubilee",1887,1928,25,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,3,,English,https://www.encyclopedia-titanica.org/titanic-survivor/thomas-mayzes.html
"COPPERTHWAITE, Mr Albert Harry",1883,1912,28,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/bert-copperthwaite.html
"MARTIN, Mr John",1879,1951,33,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/john-martin.html
"HENRY, Mr James",1856,,56,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/james-henry.html
"PEARCE, Mr John",1878,1933,33,Male,Engineering Crew,,,,Southampton,Fireman,SAVED,,,English,https://www.encyclopedia-titanica.org/titanic-survivor/john-pearce.html
"GASS, Mr David",1865,1931,47,Male,Engineering Crew,,,,Belfast,Fireman,,,,Irish,https://www.encyclopedia-titanica.org/titanic-biography/david-gass.html
"MOORE, Mr Ralph",1890,1912,22,Male,Engineering Crew,,,,Southampton,Trimmer,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/ralph-moore.html
"HART, Mr James",1858,1912,54,Male,Engineering Crew,,,,Southampton,Fireman,LOST,,,English,https://www.encyclopedia-titanica.org/titanic-victim/thomas-hart.html
"MAYNARD, Mr Isaac Hiram",1880,1948,31,Male,Victualling Crew,,,,Belfast,Entrée Cook,SAVED,B,,English,https://www.encyclopedia-titanica.org/titanic-survivor/isaac-hiram-maynard.html
